index,Row Created Date Time, Sponsor Name, Sponsor Code, Agency Name, Agency Code,Facility Name, Facility Code, Program Name, Program Code, Populations Served, Agency Phone, Program Phone,  Program Address 1, Program Address 2, Program City, Program State, Program Zip, Operating Certificate Required?, Program Tier, Operating Certificate Duration, Program County, Program Region, Program Type Description, Program Category Description, Program Subcategory Description,Location
2539,12/19/2017 02:08:00 PM,PSCH Inc. dba Welllife Network,344099,PSCH Inc. dba Welllife Network,21920,PSCH Inc. dba Welllife Network,7401,PSCH Bronx ACT Program,470,Adults,(718)445-4700,(718)542-5805,2510 Westchester Avenue,Suite 102,Bronx,NY,10461-3585,Y,,36.0,Bronx,New York City,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,"2510 Westchester Avenue
Bronx, NY 10461-3585
(40.839487, -73.843407)"
2540,12/19/2017 02:08:00 PM,Rockland Psychiatric Center,916099,Rockland Psychiatric Center,90150,Rockland Psychiatric Center,16,Wellness Center,167,Adults,(845)359-1000,(845)483-3138,26 Oakley Street,,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Peer Wellness Center,Support,Self-Help,"26 Oakley Street
Poughkeepsie, NY 12601
(41.709244, -73.917504)"
2541,12/19/2017 02:08:00 PM,Clinton County Community Services Board,101099,Clinton County Community Services Board,70020,Clinton County Community Services Board,6855,Outreach,470,,(518)565-4060,(518)565-4060,130 Arizona Ave. Ste 1500,,Plattsburgh,NY,12903,N,,,Clinton,Central New York,Outreach,Support,General Support,"130 Arizona Ave
Plattsburgh, NY 12903
(44.660196, -73.459362)"
2542,12/19/2017 02:08:00 PM,Mental Health Association of Erie County,538099,Mental Health Association of Erie County,10550,Mental Health Association of Erie County,7222,Children & Families,502,Children Adolescents,(716)886-1242,(716)886-1242x313,999 Delaware Avenue,,Buffalo,NY,14209-1892,N,,,Erie,Western New York,Family Support Services - Children & Family,Support,General Support,"999 Delaware Avenue
Buffalo, NY 14209-1892
(42.911206, -78.870364)"
2543,12/19/2017 02:08:00 PM,Hudson Valley Mental Health Inc.,827099,Hudson Valley Mental Health Inc.,45000,Hudson Valley Mental Health Inc.,7547,Eastern Dutchess Mental Health Clinic,2,Adults,(845)486-2703x310,(845)877-4100,7 Market Street,1st And 2nd Floors,Dover Plains,NY,12522-5172,Y,,36.0,Dutchess,Hudson River,Clinic Treatment,Outpatient,Clinic Treatment,"7 Market Street
Dover Plains, NY 12522-5172
(41.74183, -73.576507)"
2544,12/19/2017 02:08:00 PM,Capital District Psychiatric Center,72099,Capital District Psychiatric Center,90200,Capital District Psychiatric Center,24,Crisis Intervention Unit,868,,(518)549-6000,(518)549-6500,75 New Scotland Avenue,,Albany,NY,12208,N,,,Albany,Hudson River,Crisis  Intervention,Emergency,Crisis,"75 New Scotland Avenue
Albany, NY 12208
(42.652557, -73.777893)"
2545,12/19/2017 02:08:00 PM,Elmira Psychiatric Center,134099,Elmira Psychiatric Center,90250,Elmira Psychiatric Center,35,Elmira PC Chemung - HHCM,43,Adults,(607)737-4711,(607)737-4966,100 Washington Street,,Elmira,NY,14901-2898,N,,,Chemung,Western New York,Health Home Care Management,Support,Care Coordination,"100 Washington Street
Elmira, NY 14901-2898
(42.091164, -76.795313)"
2546,12/19/2017 02:08:00 PM,Northern Rivers Family Services Inc.,452099,Parsons Child and Family Center,40400,Parsons Child and Family Center,6223,Parsons Child & Family Center Day Treatment Program,300,Children Adolescents,(518)426-2600,(518)426-2731,60 Academy Road,,Albany,NY,12208,Y,1.0,36.0,Albany,Hudson River,Day Treatment,Outpatient,Day Treatment,"60 Academy Road
Albany, NY 12208
(42.649281, -73.78536)"
2547,12/19/2017 02:08:00 PM,Genesee County Mental Health Services,167099,Genesee County Mental Health Services,70650,Genesee County Mental Health Services,6866,Child and Family Center,120,Children Adolescents Adults,(585)344-1421,(585)344-1421,5130 E. Main Street Road,Suite 2,Batavia,NY,14020-3433,Y,,36.0,Genesee,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,"5130 E Main Street Road
Batavia, NY 14020-3433
(42.991247, -78.142318)"
2548,12/19/2017 02:08:00 PM,Child and Family Services of Erie County,90099,Child and Family Services of Erie County,10820,Child and Family Services of Erie County,7511,RTF Transition Coordinator,17,Children,(716)335-7010,(716)842-2750,824 Delaware Avenue,,Buffalo,NY,14209-2008,N,,,Erie,Western New York,Residential Treatment Facility Transition Coordinator - Community,Support,Care Coordination,"824 Delaware Avenue
Buffalo, NY 14209-2008
(42.906404, -78.871789)"
2549,12/19/2017 02:08:00 PM,Cayuga County Community Services Board,80099,Cayuga County Community Services Board,70350,Cayuga County Community Services Board,7240,Transition Management Services,8,Children Adolescents Adults,(315)253-0341,(315)253-1686,146 North Street,,Auburn,NY,13021-3324,N,,,Cayuga,Central New York,Transition Management Services,Support,Care Coordination,"146 North Street
Auburn, NY 13021-3324
(42.941558, -76.56685)"
2550,12/19/2017 02:08:00 PM,Mental Health America of Dutchess County Inc.,773099,Mental Health America of Dutchess County Inc,14020,Mental Health America of Dutchess County Inc,7212,Family Support Services,9,Children Adolescents Adults,(845)473-2500,(845)473-2500,253 Mansion Street,,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Family Support Services - Children & Family,Support,General Support,"253 Mansion Street
Poughkeepsie, NY 12601
(41.705619, -73.916983)"
2551,12/19/2017 02:08:00 PM,Projects to Empower and Organize the Psychiatrically Labeled  Inc,678099,Projects to Empower and Organize the Psychiat,15820,Projects to Empower and Organize the Psychiat,9012,Self Help 2,20,Adults,(845)452-2728,(845)452-2728,126 Innis Avenue,,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Self-Help Programs,Support,Self-Help,"126 Innis Avenue
Poughkeepsie, NY 12601
(41.704946, -73.904498)"
2552,12/19/2017 02:08:00 PM,Cortland County Community Services Board,116099,Cortland County Community Services Board,70030,Cortland County Community Services Board,6952,Cortland County Mental Health Clinic,12,Adolescents,(607)758-6100,(607)428-5478,7 Clayton Avenue,,Cortland,NY,13045,N,,,Cortland,Central New York,Early Recognition Coordination and Screening Services,Support,General Support,"7 Clayton Avenue
Cortland, NY 13045
(42.597999, -76.181423)"
2553,12/19/2017 02:08:00 PM,Homeless and Travelers Aid Society,631099,Homeless and Travelers Aid Society,17630,Homeless and Travelers Aid Society,8906,Outreach,2,Adults,(518)463-2124,(518)463-2124x216,138 Central Avenue,,Albany,NY,12206,N,,,Albany,Hudson River,Outreach,Support,General Support,"138 Central Avenue
Albany, NY 12206
(42.660833, -73.768013)"
2554,12/19/2017 02:08:00 PM,Families First of Essex County,18590,Families First of Essex County,18590,Families First of Essex County,8675,Advocacy Support Services 1760,13,Children Adolescents Adults,(518)873-9544,(518)873-9544,196 Water St.,,Elizabethtown,NY,12932,N,,,Essex,Central New York,Advocacy/Support Services,Support,Self-Help,"196 Water St
Elizabethtown, NY 12932
(44.21745, -73.593187)"
2555,12/19/2017 02:08:00 PM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,Compeer Program,74,Adults,(518)464-1511,(518)462-1094x274,314 Central Avenue,,Albany,NY,12206,N,,,Albany,Hudson River,Advocacy/Support Services,Support,Self-Help,"314 Central Avenue
Albany, NY 12206
(42.665219, -73.77302)"
2556,12/19/2017 02:08:00 PM,Families First of Essex County,18590,Families First of Essex County,18590,Families First of Essex County,8675,Family Support Children & Youth,10,Children Adolescents,(518)873-9544,(518)873-9544,196 Water Street,,Elizabethtown,NY,12932,N,,,Essex,Central New York,Family Support Services - Children & Family,Support,General Support,"196 Water Street
Elizabethtown, NY 12932
(44.21745, -73.593187)"
2557,12/19/2017 02:08:00 PM,Catholic Charities of Buffalo,510099,Catholic Charities of Buffalo,42300,Catholic Charities of Buffalo,7535,Health Home Non Medicaid Care Management,13,Children Adolescents,(716)218-1400,(716)372-0101,2636 West State Street,,Olean,NY,14760,N,,,Cattaraugus,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,"2636 West State Street
Olean, NY 14760
(42.077036, -78.46017)"
2558,12/19/2017 02:08:00 PM,Access: Supports for Living Inc.,324099,Access: Supports for Living Inc.,40310,Access: Supports for Living Inc.,7205,Rhinebeck Center PROS Program,28,Adults,(845)692-4454,(845)516-1053,47 West Market Street,,Rhinebeck,NY,12572-1417,Y,,36.0,Dutchess,Hudson River,Comprehensive PROS with Clinical Treatment,Outpatient,Personalized Recovery-Oriented Services,"47 West Market Street
Rhinebeck, NY 12572-1417
(41.92679, -73.914512)"
2559,12/19/2017 02:08:00 PM,Southern Tier Environments for Living Inc.,429099,Southern Tier Environments for Living Inc.,10510,Southern Tier Environments for Living Inc.,7341,Chautauqua County Forensic Beds,502,Adults,(716)366-3200,(716)366-7792x217,878 N Main Street,,Jamestown,NY,14701,N,,,Chautauqua,Western New York,Advocacy/Support Services,Support,Self-Help,"878 N Main Street
Jamestown, NY 14701
(42.103843, -79.241356)"
2560,12/19/2017 02:08:00 PM,Astor Services for Children & Families,29099,Astor Services for Children & Families,18320,Astor Services for Children & Families,7211,Early Recognition,43,Children Adolescents,(845)871-1000,(845)489-0081,13 Mt. Carmel Place,,Poughkeepsie,NY,12601,N,,,Dutchess,Hudson River,Early Recognition Coordination and Screening Services,Support,General Support,"13 Mt Carmel Place
Poughkeepsie, NY 12601
(41.709372, -73.935467)"
2561,12/19/2017 02:08:00 PM,Capabilities Inc.,15,Capabilities Inc.,40790,Capabilities Inc.,7560,Peer Specialist Program,470,Adults,(607)734-2006,(607)734-2006x138,1149 Sullivan Street,,Elmira,NY,14901,N,,,Chemung,Western New York,Advocacy/Support Services,Support,Self-Help,"1149 Sullivan Street
Elmira, NY 14901
(42.109366, -76.802618)"
2562,12/19/2017 02:08:00 PM,Citizen Advocates Inc. dba North Star Industries,97099,Citizen Advocates Inc. dba North Star Indust,40410,Citizen Advocates Inc. dba North Star Indust,7533,Saranac Lake Mental Health Center,101,Children Adolescents Adults,(518)483-1251,(518)891-5535,70 Edgewood Road,,Saranac Lake,NY,12983-1537,Y,,36.0,Franklin,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,"70 Edgewood Road
Saranac Lake, NY 12983-1537
(44.324023, -74.147265)"
2563,12/19/2017 02:08:00 PM,Astor Services for Children & Families,29099,Astor Services for Children & Families,18320,Astor Services for Children & Families,7211,Lawrence F. Hickey Center,300,Children,(845)871-1000,(718)515-3000,4010 Dyre Avenue,,Bronx,NY,10466-2510,Y,1.0,36.0,Bronx,New York City,Day Treatment,Outpatient,Day Treatment,"4010 Dyre Avenue
Bronx, NY 10466-2510
(40.89104, -73.831087)"
2564,12/19/2017 02:08:00 PM,Family Services of Chemung County Inc.,144099,Family Services of Chemung County Inc.,50810,Family Services of Chemung County Inc.,6507,Southern Tier Integrated Recovery Services (STIRS),10,Adults,(607)733-5696,(607)733-7661,1149 Sullivan Street,,Elmira,NY,14901-1670,Y,,36.0,Chemung,Western New York,Comprehensive PROS with Clinical Treatment,Outpatient,Personalized Recovery-Oriented Services,"1149 Sullivan Street
Elmira, NY 14901-1670
(42.109366, -76.802618)"
2565,12/19/2017 02:08:00 PM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,W.I.N. Program,455,,(518)464-1511,(845)473-5745,510 Haight Avenue,Suite 102,Poughkeepsie,NY,12603,N,,,Dutchess,Hudson River,Assisted Competitive Employment,Support,Vocational,"510 Haight Avenue
Poughkeepsie, NY 12603
(41.694793, -73.899787)"
2566,12/19/2017 02:08:00 PM,Jewish Board of Family & Children's Services,224099,Jewish Board of Family & Children's Services,21290,Jewish Board of Family & Children's Services,6709,Consumer Self Help - MICA - Real Recovery,484,Adults,(212)582-9100,(718)931-4045,55 Westchester Square,,Bronx,NY,10461,N,,,Bronx,New York City,Self-Help Programs,Support,Self-Help,"55 Westchester Square
Bronx, NY 10461
(40.841525, -73.84326)"
2567,12/19/2017 02:08:00 PM,Mental Health Association of NYC,771099,Mental Health Association of NYC,19080,Mental Health Association of NYC,7957,Family Resource Center of Northern Bronx,34,Adolescents,(212)254-0333,(718)220-0456,975 Kelly Street,Suite 301,Bronx,NY,10459,N,,,Bronx,New York City,Family Support Services - Children & Family,Support,General Support,"975 Kelly Street
Bronx, NY 10459
(40.822094, -73.895882)"
2568,12/19/2017 02:08:00 PM,Jefferson Rehabilitation Center,894099,Jefferson Rehabilitation Center,40420,Jefferson Rehabilitation Center,6304,Transitional Employment Program Svcs,4,Adults,(315)788-2730,(315)782-0330,615 West Main Street,,Watertown,NY,13601,N,,,Jefferson,Central New York,Transitional Employment Placement (TEP),Support,Vocational,"615 West Main Street
Watertown, NY 13601
(43.982721, -75.915774)"
2569,12/19/2017 02:08:00 PM,Montefiore Medical Center,286099,Montefiore Medical Center,85420,Montefiore Medical Center,6577,Montefiore Medical Center Child/Adult OPD,100,Children Adolescents Adults,(718)920-6215,(718)920-4295,111 E 210th Street,,Bronx,NY,10467-2401,Y,,36.0,Bronx,New York City,Clinic Treatment,Outpatient,Clinic Treatment,"111 E 210th Street
Bronx, NY 10467-2401
(40.879777, -73.879975)"
2570,12/19/2017 02:08:00 PM,Albany County Department of Mental Health,8099,Albany County Department of Mental Health,70520,Albany County Department of Mental Health,6901,Transition Management Services,9,Adults,(518)447-4537,(518)447-4537,175 Green Street,,Albany,NY,12202,N,,,Albany,Hudson River,Transition Management Services,Support,Care Coordination,"175 Green Street
Albany, NY 12202
(42.642015, -73.754312)"
2571,12/19/2017 02:08:00 PM,Mid-Erie Mental Health Services Inc. dba Endeavor Health Services,269099,Mid-Erie Mental Health Services Inc. dba EHS,50230,Mid-Erie Mental Health Services Inc. dba EHS,6791,Mid-Erie Counseling & Tx Svcs Child Non-Medicaid Care Coord.,27,Children Adolescents,(716)895-6700,(716)855-1384,463 William Street,,Buffalo,NY,14204-1811,N,,,Erie,Western New York,Non-Medicaid Care Coordination,Support,Care Coordination,"463 William Street
Buffalo, NY 14204-1811
(42.885014, -78.854969)"
2572,12/19/2017 02:08:00 PM,Montefiore Medical Center,286099,Montefiore Medical Center,85420,Montefiore Medical Center,6577,Montefiore Behavioral Health Center at Westchester Square,4,Children Adolescents Adults,(718)920-6215,(718)904-4400,2527 Glebe Avenue,,Bronx,NY,10461,Y,,36.0,Bronx,New York City,Clinic Treatment,Outpatient,Clinic Treatment,"2527 Glebe Avenue
Bronx, NY 10461
(40.840868, -73.846445)"
2573,12/19/2017 02:08:00 PM,MHA in New York State Inc.,789099,MHA in New York State Inc.,11630,MHA in New York State Inc.,7345,Youth Mental health First Aid,4,,(518)434-0439x215,(518)434-0439,194 Washington Avenue Suite 415,,Albany,NY,12210-2314,N,,,Albany,Hudson River,Advocacy/Support Services,Support,Self-Help,"194 Washington Avenue
Albany, NY 12210-2314
(42.65663, -73.76309)"
2574,12/19/2017 02:08:00 PM,Northern Rivers Family Services Inc.,452099,Parsons Child and Family Center,40400,Parsons Child and Family Center,6223,Parsons Child and Family Adult Mobile Team,34,Adults,(518)426-2600,(518)426-2600,60 Academy Road,,Albany,NY,12208,N,,,Albany,Hudson River,Crisis  Intervention,Emergency,Crisis,"60 Academy Road
Albany, NY 12208
(42.649281, -73.78536)"
2575,12/19/2017 02:08:00 PM,Chautauqua County Mental Hygiene Services,89099,Chautauqua County Mental Hygiene Services,70360,Chautauqua County Mental Hygiene Services,6854,Washington Middle School - SBMH,477,Children Adolescents,(716)753-4104,,200 E. 3rd Street,,Jamestown,NY,14701,N,,,Chautauqua,Western New York,School Based Mental Health,Support,Education,"200 E 3rd Street
Jamestown, NY 14701
(42.096801, -79.238481)"
2576,12/19/2017 02:08:00 PM,MHA of Fulton and Montgomery Counties,796099,MHA of Fulton and Montgomery Counties,24020,MHA of Fulton and Montgomery Counties,7359,Peer Advocate,33,Adults,(518)762-5332,(518)762-5332,307-309 Meadow Street,,Johnstown,NY,12095,N,,,Fulton,Central New York,Advocacy/Support Services,Support,Self-Help,"307 309 Meadow Street
Johnstown, NY 12095
(43.00205, -74.377811)"
2577,12/19/2017 02:08:00 PM,The Neighborhood Center Inc.,999099,The Neighborhood Center Inc.,11920,The Neighborhood Center Inc.,7998,Health  Home Care Management C&Y,26,Children Adolescents,(315)272-2600,(315)272-2700,628 Mary St,,Utica,NY,13501,N,,,Herkimer,Central New York,Health Home Care Management,Support,Care Coordination,"628 Mary St
Utica, NY 13501
(43.096831, -75.219855)"
2578,12/19/2017 02:08:00 PM,NYS ARC Fulton County Chapter,787099,NYS ARC Fulton County Chapter,40580,NYS ARC Fulton County Chapter,8054,TEP,7,Adults,(518)773-7931,(518)773-4646,465 North Perry St.,,Johnstown,NY,12095,N,,,Fulton,Central New York,Transitional Employment Placement (TEP),Support,Vocational,"465 North Perry St
Johnstown, NY 12095
(43.026359, -74.367025)"
2579,12/19/2017 02:08:00 PM,Bronx-Lebanon Hospital Center,48099,Bronx-Lebanon Hospital Center,85190,Bronx-Lebanon Hospital Center,6057,Bronx-Lebanon Hospital Center -  HH Non - Medicaid CM,6,Adults,(718)466-6022,(718)466-6022,1276 Fulton Avenue,Department Of Psychiatry,Bronx,NY,10456,N,,,Bronx,New York City,Health Home Non-Medicaid Care Management,Support,Care Coordination,"1276 Fulton Avenue
Bronx, NY 10456
(40.83175, -73.903756)"
2580,12/19/2017 02:08:00 PM,Chenango County Community Services Board,93099,Chenango County Community Services Board,70010,Chenango County Community Services Board,6861,Chenango County Behavioral Health Services,100,Children Adolescents Adults,(607)337-1600,(607)337-1600,5 Court Street,County Office Building Suite 42,Norwich,NY,13815,Y,,36.0,Chenango,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,"5 Court Street
Norwich, NY 13815
(42.532059, -75.525215)"
2581,12/19/2017 02:08:00 PM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,STRIVE - Fredonia,28,Adults,(716)842-0440,(716)785-6335,33 Church Street,,Fredonia,NY,14063-1742,Y,,21.0,Chautauqua,Western New York,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,"33 Church Street
Fredonia, NY 14063-1742
(42.43981, -79.333189)"
2582,12/19/2017 02:08:00 PM,Chautauqua County Mental Hygiene Services,89099,Chautauqua County Mental Hygiene Services,70360,Chautauqua County Mental Hygiene Services,6854,Family Support Services (C&Y),4,Children Adolescents Adults,(716)753-4104,(716)753-4154,2 Academy Street,,Mayville,NY,14757,N,,,Chautauqua,Western New York,Family Support Services - Children & Family,Support,General Support,"2 Academy Street
Mayville, NY 14757
(42.254706, -79.507849)"
2583,12/19/2017 02:08:00 PM,ETC Housing Corp,782,ETC Housing Corp,47920,ETC Housing Corp,8100,ETC Housing Corp - Homeless Outreach,1,Adults,(518)563-2223,(518)563-2223x2,6 Tara Lane,,Plattsburgh,NY,12901,N,,,Clinton,Central New York,Outreach,Support,General Support,"6 Tara Lane
Plattsburgh, NY 12901
(44.731879, -73.431069)"
2584,12/19/2017 02:08:00 PM,Mental Health Empowerment Project Inc.,800099,Mental Health Empowerment Project Inc.,27100,Mental Health Empowerment Project Inc.,7492,Albany County Contract,2,Adults,(518)434-1393,(518)434-1393,3 Atrium Drive,Suite 205,Albany,NY,12205,N,,,Albany,Hudson River,Advocacy/Support Services,Support,Self-Help,"3 Atrium Drive
Albany, NY 12205
(42.688982, -73.776036)"
2585,12/19/2017 02:08:00 PM,LaSalle School Inc.,1165,LaSalle School Inc.,12400,LaSalle School Inc.,8178,The Counseling Center at LaSalle,1,Children Adolescents,(518)242-4731,(518)242-4731x225,391 Western Avenue,,Albany,NY,12203-1401,Y,,36.0,Albany,Hudson River,Clinic Treatment,Outpatient,Clinic Treatment,"391 Western Avenue
Albany, NY 12203-1401
(42.663846, -73.78348)"
2586,12/19/2017 02:08:00 PM,Astor Services for Children & Families,29099,Astor Services for Children & Families,18320,Astor Services for Children & Families,7211,Astor Adolescent Partial Hospitalization Program,41,Adolescents,(845)871-1000,(845)554-1365,205 South Avenue,Suite 105,Poughkeepsie,NY,12601-4818,Y,1.0,36.0,Dutchess,Hudson River,Partial Hospitalization,Outpatient,Partial Hospitalization,"205 South Avenue
Poughkeepsie, NY 12601-4818
(41.690438, -73.931602)"
2587,12/19/2017 02:08:00 PM,Baltic Street AEH Inc.,702099,Baltic Street AEH Inc.,26850,Baltic Street AEH Inc.,9000,Geriatric Peer Advocacy,471,,(718)833-5929,(718)774-1027,681 Clarkson Avenue,Building 25,Brooklyn,NY,11206,N,,,Kings,New York City,Advocacy/Support Services,Support,Self-Help,"681 Clarkson Avenue
Brooklyn, NY 11206
(40.656234, -73.936695)"
2588,12/19/2017 02:08:00 PM,Mental Health Association of Erie County,538099,Mental Health Association of Erie County,10550,Mental Health Association of Erie County,7222,Advocacy - CSS,500,Adults,(716)886-1242,(716)886-1242x322,999 Delaware Avenue,,Buffalo,NY,14209-1892,N,,,Erie,Western New York,Advocacy/Support Services,Support,Self-Help,"999 Delaware Avenue
Buffalo, NY 14209-1892
(42.911206, -78.870364)"
2589,12/19/2017 02:08:00 PM,The Bridge Inc.,46099,The Bridge Inc.,18130,The Bridge Inc.,6142,The Bridge Bronx Shelter ACT Program,26,Adults,(212)663-3000,(212)555-5555,560 Southern Boulevard,,Bronx,NY,10455-3715,Y,,6.0,Bronx,New York City,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,"560 Southern Boulevard
Bronx, NY 10455-3715
(40.812305, -73.903531)"
2590,12/19/2017 02:08:00 PM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,Creekside Social Club,508,,(518)464-1511,(518)464-1511,132 Delaware Street,,Walton,NY,13856,N,,,Delaware,Central New York,Psychosocial Club,Support,Self-Help,"132 Delaware Street
Walton, NY 13856
(42.16809, -75.129683)"
2591,12/19/2017 02:08:00 PM,New York City Health and Hospitals Corporation North Central Bronx Hospital,489099,NYC-HHC North Central Bronx Hospital,82020,NYC-HHC North Central Bronx Hospital,6358,North Central Bronx Hospital Inpatient Psychiatric Unit,20,Adults,(718)519-5000,(718)519-3997,3424 Kossuth Avenue,,Bronx,NY,10467-2410,Y,,36.0,Bronx,New York City,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,"3424 Kossuth Avenue
Bronx, NY 10467-2410
(40.880462, -73.881631)"
2592,12/19/2017 02:08:00 PM,Mental Health Association of Columbia-Greene Counties Inc.,108099,Mental Health Assoc/Columbia-Greene Cos. Inc,14010,Mental Health Assoc/Columbia-Greene Cos. Inc,7418,MHA Columbia-Greene - C&Y NonMedicaid CC,18,Children,(518)828-4619,(518)828-4619x202,371 Main Street,,Catskill,NY,12414,N,,,Greene,Hudson River,Non-Medicaid Care Coordination,Support,Care Coordination,"371 Main Street
Catskill, NY 12414
(42.218807, -73.865371)"
2593,12/19/2017 02:08:00 PM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Aspire,484,Adults,(716)842-0440,(716)856-2587,1050 Niagara Street,,Buffalo,NY,14201-1886,Y,,21.0,Erie,Western New York,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,"1050 Niagara Street
Buffalo, NY 14201-1886
(42.912044, -78.899828)"
2594,12/19/2017 02:08:00 PM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,Impact,485,Adults,(716)842-0440,(716)842-0440x124,1050 Niagara Street,,Buffalo,NY,14201,Y,,36.0,Erie,Western New York,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,"1050 Niagara Street
Buffalo, NY 14201
(42.912044, -78.899828)"
2595,12/19/2017 02:08:00 PM,Mental Health Association of Franklin County Inc.,78,Mental Health Association of Franklin County,26480,Mental Health Association of Franklin County,9112,Peer Recovery Center,7,Adults,(518)521-3507,(518)521-3507,7 Pearl Street,,Malone,NY,12953,N,,,Franklin,Central New York,Recovery Center,Support,Self-Help,"7 Pearl Street
Malone, NY 12953
(44.848664, -74.290416)"
2596,12/19/2017 02:08:00 PM,New York City Children's Center,935099,New York City Children's Center,90330,New York City Children's Center,48,Bronx House 8 - Aftercare,692,Children Adolescents,(718)264-4500,(718)239-3621,1000 Waters Place,,Bronx,NY,10461,N,,,Bronx,New York City,Non-Medicaid Care Coordination,Support,Care Coordination,"1000 Waters Place
Bronx, NY 10461
(40.845809, -73.841299)"
2597,12/19/2017 02:08:00 PM,Child and Family Services of Erie County,90099,Child and Family Services of Erie County,10820,Child and Family Services of Erie County,7511,Health Home Care Management,32,Children Adolescents,(716)335-7010,(716)842-2750,844 Delaware Avenue,,Buffalo,NY,14209,N,,,Erie,Western New York,Health Home Care Management,Support,Care Coordination,"844 Delaware Avenue
Buffalo, NY 14209
(42.907114, -78.87158)"
2598,12/19/2017 02:08:00 PM,University Psychiatric Practice Inc.,586,University Psychiatric Practice Inc.,47360,University Psychiatric Practice Inc.,8042,Psychiatric Consultation/Holding Center,4,Adults,(716)898-5941,(716)898-5941,462 Grider Street,,Buffalo,NY,14215,N,,,Erie,Western New York,Advocacy/Support Services,Support,Self-Help,"462 Grider Street
Buffalo, NY 14215
(42.927236, -78.829151)"
2599,12/19/2017 02:08:00 PM,Cortland County Community Services Board,116099,Cortland County Community Services Board,70030,Cortland County Community Services Board,6952,Cortland County Mental Health Clinic,100,Children Adolescents Adults,(607)758-6100,(607)758-6100,7 Clayton Avenue,,Cortland,NY,13045-2501,Y,,36.0,Cortland,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,"7 Clayton Avenue
Cortland, NY 13045-2501
(42.597999, -76.181423)"
2600,12/19/2017 02:08:00 PM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,Delaware Mobile Work Crew,547,Adults,(518)464-1511,(607)865-3158,132 Delaware Street,,Walton,NY,13856,N,,,Delaware,Central New York,Affirmative Business/Industry,Support,Vocational,"132 Delaware Street
Walton, NY 13856
(42.16809, -75.129683)"
2601,12/19/2017 02:08:00 PM,August Aichhorn Center for Adolescent Residential Care Inc.,7099,August Aichhorn Ctr./Adoles. Resid. Care Inc,19870,August Aichhorn Ctr./Adoles. Resid. Care Inc,8385,Aichhorn RTF - Brooklyn,4,Children Adolescents,(212)873-9170,(718)483-9871,2050 Dean Street,,Brooklyn,NY,11233-4002,Y,,36.0,Kings,New York City,Residential Treatment Facility - Children & Youth,Inpatient,Residential Treatment Facility - Children & Youth,"2050 Dean Street
Brooklyn, NY 11233-4002
(40.675218, -73.919386)"
2602,12/19/2017 02:08:00 PM,Buffalo Federation of Neighborhood Centers Inc.,67099,Buffalo Federation/Neighborhood Centers Inc.,15840,Buffalo Federation/Neighborhood Centers Inc.,7965,BFNC - HH CM - New Options,10,Adults,(716)856-0363,(716)853-0600,45 Jewett Avenue,,Buffalo,NY,14214,N,,,Erie,Western New York,Health Home Care Management,Support,Care Coordination,"45 Jewett Avenue
Buffalo, NY 14214
(42.934016, -78.842207)"
2603,12/19/2017 02:08:00 PM,Brookdale Hospital Medical Center,50099,Brookdale Hospital Medical Center,86040,Brookdale Hospital Medical Center,6571,Brookdale Hospital - CPEP,455,Children Adolescents Adults,(718)240-6330,(718)240-6330,1 Brookdale Plaza,Cmc Building 13th Floor,Brooklyn,NY,11212-3139,Y,,36.0,Kings,New York City,CPEP Crisis Intervention,Emergency,Comprehensive Psychiatric Emergency Program,"1 Brookdale Plaza
Brooklyn, NY 11212-3139
(40.6545, -73.91275)"
